,0,0,0,45
1165,0,0,0,45
1166,0,0,0,45
1167,0,0,0,45
1167,0,0,0,45
1168,0,0,0,45
1169,0,0,0,45
1169,0,0,0,45
1170,0,0,0,45
1171,0,0,0,45
1172,0,0,0,45
1172,0,0,0,45
1173,0,0,0,45
1174,0,0,0,45
1174,0,0,0,45
1175,0,0,0,45
1176,0,0,0,45
1177,0,0,0,45
1177,0,0,0,45
1178,0,0,0,45
1179,0,0,0,45
1179,0,0,0,45
1180,0,0,0,45
1181,0,0,0,45
1181,0,0,0,45
1182,0,0,0,45
1183,0,0,0,45
1183,0,0,0,45
1184,0,0,0,45
1185,0,0,0,45
1185,0,0,0,45
1186,0,0,0,45
1187,0,0,0,45
1188,0,0,0,45
1188,0,0,0,45
1189,0,0,0,45
1190,0,0,0,45
1190,0,0,0,45
1191,0,0,0,45
1192,0,0,0,45
1193,0,0,0,45
1193,0,0,0,45
1194,0,0,0,45
1195,0,0,0,45
1195,0,0,0,45
1196,0,0,0,45
1197,0,0,0,45
1197,0,0,0,45
1198,0,0,0,45
1199,0,0,0,45
1200,0,0,0,45
1200,0,0,0,45
1201,0,0,0,45
1202,0,0,0,45
1202,0,0,0,45
1203,0,0,0,45
1204,0,0,0,45
1204,0,0,0,45
1205,0,0,0,45
1206,0,0,0,45
1207,0,0,0,45
1207,0,0,0,45
1208,0,0,0,45
1209,0,0,0,45
1209,0,0,0,45
1210,0,0,0,45
1211,0,0,0,45
1212,0,0,0,45
1212,0,0,0,45
1213,0,0,0,45
1214,0,0,0,45
1214,0,0,0,45
1215,0,0,0,45
1216,0,0,0,45
1216,0,0,0,45
1217,0,0,0,45
1218,0,0,0,45
1218,0,0,0,45
1219,0,0,0,45
1220,0,0,0,45
1220,0,0,0,45
1221,0,0,0,45
1222,0,0,0,45
1223,0,0,0,45
1223,0,0,0,45
1224,0,0,0,45
1225,0,0,0,45
1225,0,0,0,45
1226,0,0,0,45
1227,0,0,0,45
1228,0,0,0,45
1228,0,0,0,45
1229,0,0,0,45
1230,0,0,0,45
1230,0,0,0,45
1231,0,0,0,45
1232,0,0,0,45
1233,0,0,0,45
1233,0,0,0,45
1234,0,0,0,45
1235,0,0,0,45
1235,0,0,0,45
1236,0,0,0,45
1237,0,0,0,45
1238,0,0,0,45
1238,0,0,0,45
1239,0,0,0,45
1240,0,0,0,45
1240,0,0,0,45
1241,0,0,0,45
1242,0,0,0,45
1242,0,0,0,45
1243,0,0,0,45
1244,0,0,0,45
1245,0,0,0,45
1245,0,0,0,45
1246,0,0,0,45
1247,0,0,0,45
1247,0,0,0,45
1248,0,0,0,45
1249,0,0,0,45
1249,0,0,0,45
1250,0,0,0,45
1251,0,0,0,45
1252,0,0,0,45
1252,0,0,0,45
1253,0,0,0,45
1254,0,0,0,45
1254,0,0,0,45
1255,0,0,0,45
1256,0,0,0,45
1256,0,0,0,45
1257,0,0,0,45
1258,0,0,0,45
1258,0,0,0,45
1259,0,0,0,45
1260,0,0,0,45
1260,0,0,0,45
1261,0,0,0,45
1262,0,0,0,45
1263,0,0,0,45
1263,0,0,0,45
1264,0,0,0,45
1265,0,0,0,45
1265,0,0,0,45
1266,0,0,0,45
1267,0,0,0,45
1267,0,0,0,45
1268,0,0,0,45
1269,0,0,0,45
1269,0,0,0,45
1270,0,0,0,45
1271,0,0,0,45
1271,0,0,0,45
1272,0,0,0,45
1273,0,0,0,45
1273,0,0,0,45
1274,0,0,0,45
1275,0,0,0,45
1275,0,0,0,45
1276,0,0,0,45
1277,0,0,0,45
1277,0,0,0,45
1278,0,0,0,45
1279,0,0,0,45
1279,0,0,0,45
1280,0,0,0,45
1281,0,0,0,45
1282,0,0,0,45
1282,0,0,0,45
1283,0,0,0,45
1284,0,0,0,45
1284,0,0,0,45
1285,0,0,0,45
1286,0,0,0,45
1286,0,0,0,45
1287,0,0,0,45
1288,0,0,0,45
1288,0,0,0,45
1289,0,0,0,45
1290,0,0,0,45
1290,0,0,0,45
1291,0,0,0,45
1292,0,0,0,45
1292,0,0,0,45
1293,0,0,0,45
1294,0,0,0,45
1294,0,0,0,45
1295,0,0,0,45
1296,0,0,0,45
1297,0,0,0,45
1297,0,0,0,45
1298,0,0,0,45
1299,0,0,0,45
1299,0,0,0,45
1300,0,0,0,45
1301,0,0,0,45
1301,0,0,0,45
1302,0,0,0,45
1303,0,0,0,45
1303,0,0,0,45
1304,0,0,0,45
1305,0,0,0,45
1306,0,0,0,45
1306,0,0,0,45
1307,0,0,0,45
1308,0,0,0,45
1308,0,0,0,45
1309,0,0,0,45
1310,0,0,0,45
1310,0,0,0,45
1311,0,0,0,45
1312,0,0,0,45
1313,0,0,0,45
1313,0,0,0,45
1314,0,0,0,45
1315,0,0,0,45
1315,0,0,0,45
1316,0,0,0,45
1317,0,0,0,45
1317,0,0,0,45
1318,0,0,0,45
1319,0,0,0,45
1320,0,0,0,45
1320,0,0,0,45
1321,0,0,0,45
1322,0,0,0,45
1322,0,0,0,45
1323,0,0,0,45
1324,0,0,0,45
1324,0,0,0,45
1325,0,0,0,45
1326,0,0,0,45
1326,0,0,0,45
1327,0,0,0,45
1328,0,0,0,45
1329,0,0,0,45
1329,0,0,0,45
1330,0,0,0,45
1331,0,0,0,45
1331,0,0,0,45
1332,0,0,0,45
1333,0,0,0,45
1333,0,0,0,45
1334,0,0,0,45
1335,0,0,0,45
1336,0,0,0,45
1336,0,0,0,45
1337,0,0,0,45
1338,0,0,0,45
1338,0,0,0,45
1339,0,0,0,45
1340,0,0,0,45
1340,0,0,0,45
1341,0,0,0,45
1342,0,0,0,45
1342,0,0,0,45
1343,0,0,0,45
1344,0,0,0,45
1344,0,0,0,45
1345,0,0,0,45
1346,0,0,0,45
1346,0,0,0,45
1347,0,0,0,45
1348,0,0,0,45
1348,0,0,0,45
1349,0,0,0,45
1350,0,0,0,45
1350,0,0,0,45
1351,0,0,0,45
1352,0,0,0,45
1353,0,0,0,45
1353,0,0,0,45
1354,0,0,0,45
1355,0,0,0,45
1355,0,0,0,45
1356,0,0,0,45
1357,0,0,0,45
1357,0,0,0,45
1358,0,0,0,45
1359,0,0,0,45
1359,0,0,0,45
1360,0,0,0,45
1361,0,0,0,45
1362,0,0,0,45
1362,0,0,0,45
1363,0,0,0,45
1364,0,0,0,45
1364,0,0,0,45
1365,0,0,0,45
1366,0,0,0,45
1366,0,0,0,45
1367,0,0,0,45
1368,0,0,0,45
1368,0,0,0,45
1369,0,0,0,45
1370,0,0,0,45
1371,0,0,0,45
1371,0,0,0,45
1372,0,0,0,45
1373,0,0,0,45
1373,0,0,0,45
1374,0,0,0,45
1375,0,0,0,45
1375,0,0,0,45
1376,0,0,0,45
1377,0,0,0,45
1377,0,0,0,45
1378,0,0,0,45
1379,0,0,0,45
1379,0,0,0,45
1380,0,0,0,45
1381,0,0,0,45
1381,0,0,0,45
1382,0,0,0,45
1383,0,0,0,45
1384,0,0,0,45
1384,0,0,0,45
1385,0,0,0,45
1386,0,0,0,45
1386,0,0,0,45
1387,0,0,0,45
1388,0,0,0,45
1388,0,0,0,45
1389,0,0,0,45
1390,0,0,0,45
1391,0,0,0,45
1391,0,0,0,45
1392,0,0,0,45
1393,0,0,0,45
1393,0,0,0,45
1394,0,0,0,45
1395,0,0,0,45
1395,0,0,0,45
1396,0,0,0,45
1397,0,0,0,45
1398,0,0,0,45
1398,0,0,0,45
1399,0,0,0,45
1400,0,0,0,45
1400,0,0,0,45
1401,0,0,0,45
1402,0,0,0,45
1402,0,0,0,45
1403,0,0,0,45
1404,0,0,0,45
1404,0,0,0,45
1405,0,0,0,45
1406,0,0,0,45
1406,0,0,0,45
1407,0,0,0,45
1408,0,0,0,45
1409,0,0,0,45
1409,0,0,0,45
1410,0,0,0,45
1411,0,0,0,45
1411,0,0,0,45
1412,0,0,0,45
1413,0,0,0,45
1413,0,0,0,45
1414,0,0,0,45
1415,0,0,0,45
1416,0,0,0,45
1416,0,0,0,45
1417,0,0,0,45
1418,0,0,0,45
1418,0,0,0,45
1419,0,0,0,45
1420,0,0,0,45
1420,0,0,0,45
1421,0,0,0,45
1422,0,0,0,45
1422,0,0,0,45
1423,0,0,0,45
1424,0,0,0,45
1424,0,0,0,45
1425,0,0,0,45
1426,0,0,0,45
1427,0,0,0,45
1427,0,0,0,45
1428,0,0,0,45
1429,0,0,0,45
1429,0,0,0,45
1430,0,0,0,45
1431,0,0,0,45
1431,0,0,0,45
1432,0,0,0,45
1433,0,0,0,45
1433,0,0,0,45
1434,0,0,0,45
1435,0,0,0,45
1436,0,0,0,45
1436,0,0,0,45
1437,0,0,0,45
1438,0,0,0,45
1438,0,0,0,45
1439,0,0,0,45
1440,0,0,0,45
1440,0,0,0,45
1441,0,0,0,45
1442,0,0,0,45
1442,0,0,0,45
1443,0,0,0,45
1444,0,0,0,45
1444,0,0,0,45
1445,0,0,0,45
1446,0,0,0,45
1446,0,0,0,45
1447,0,0,0,45
1448,0,0,0,45
1449,0,0,0,45
1449,0,0,0,45
1450,0,0,0,45
1451,0,0,0,45
1451,0,0,0,45
1452,0,0,0,45
1453,0,0,0,45
1453,0,0,0,45
1454,0,0,0,45
1455,0,0,0,45
1456,0,0,0,45
1456,0,0,0,45
1457,0,0,0,45
1458,0,0,0,45
1458,0,0,0,45
1459,0,0,0,45
1460,0,0,0,45
1460,0,0,0,45
1461,0,0,0,45
1462,0,0,0,45
1462,0,0,0,45
1463,0,0,0,45
1464,0,0,0,45
1464,0,0,0,45
1465,0,0,0,45
1466,0,0,0,45
1467,0,0,0,45
1467,0,0,0,45
1468,0,0,0,45
1469,0,0,0,45
1470,0,0,0,45
1470,0,0,0,45
1471,0,0,0,45
1472,0,0,0,45
1472,0,0,0,45
1473,0,0,0,45
1474,0,0,0,45
1474,0,0,0,45
1475,0,0,0,45
1476,0,0,0,45
1476,0,0,0,45
1477,0,0,0,45
1478,0,0,0,45
1479,0,0,0,45
1479,0,0,0,45
1480,0,0,0,45
1481,0,0,0,45
1481,0,0,0,45
1482,0,0,0,45
1483,0,0,0,45
1483,0,0,0,45
1484,0,0,0,45
1485,0,0,0,45
1486,0,0,0,45
1486,0,0,0,45
1487,0,0,0,45
1488,0,0,0,45
1488,0,0,0,45
1489,0,0,0,45
1490,0,0,0,45
1490,0,0,0,45
1491,0,0,0,45
1492,0,0,0,45
1493,0,0,0,45
1493,0,0,0,45
1494,0,0,0,45
1495,0,0,0,45
1495,0,0,0,45
1496,0,0,0,45
1497,0,0,0,45
1497,0,0,0,45
1498,0,0,0,45
1499,0,0,0,45
1500,0,0,0,45
1500,0,0,0,45
1501,0,0,0,45
1502,0,0,0,45
1502,0,0,0,45
1503,0,0,0,45
1504,0,0,0,45
1504,0,0,0,45
1505,0,0,0,45
1506,0,0,0,45
1506,0,0,0,45
1507,0,0,0,45
1508,0,0,0,45
1508,0,0,0,45
1509,0,0,0,45
1510,0,0,0,45
1511,0,0,0,45
1511,0,0,0,45
1512,0,0,0,45
1513,0,0,0,45
1513,0,0,0,45
1514,0,0,0,45
1515,0,0,0,45
1515,0,0,0,45
1516,0,0,0,45
1517,0,0,0,45
1517,0,0,0,45
1518,0,0,0,45
1519,0,0,0,45
1520,0,0,0,45
1520,0,0,0,45
1521,0,0,0,45
1522,0,0,0,45
1522,0,0,0,45
1523,0,0,0,45
1524,0,0,0,45
1524,0,0,0,45
1525,0,0,0,45
1526,0,0,0,45
1527,0,0,0,45
1527,0,0,0,45
1528,0,0,0,45
1529,0,0,0,45
1529,0,0,0,45
1530,0,0,0,45
1531,0,0,0,45
1531,0,0,0,45
1532,0,0,0,45
1533,0,0,0,45
1533,0,0,0,45
1534,0,0,0,45
1535,0,0,0,45
1536,0,0,0,45
1536,0,0,0,45
1537,0,0,0,45
1538,0,0,0,45
1538,0,0,0,45
1539,0,0,0,45
1540,0,0,0,45
1540,0,0,0,45
1541,0,0,0,45
1542,0,0,0,45
1542,0,0,0,45
1543,0,0,0,45
1544,0,0,0,45
1545,0,0,0,45
1545,0,0,0,45
1546,0,0,0,45
1547,0,0,0,45
1547,0,0,0,45
1548,0,0,0,45
1549,0,0,0,45
1550,0,0,0,45
1550,0,0,0,45
1551,0,0,0,45
1552,0,0,0,45
1552,0,0,0,45
1553,0,0,0,45
1554,0,0,0,45
1554,0,0,0,45
1555,0,0,0,45
1556,0,0,0,45
1557,0,0,0,45
1557,0,0,0,45
1558,0,0,0,45
1559,0,0,0,45
1559,0,0,0,45
1560,0,0,0,45
1561,0,0,0,45
1562,0,0,0,45
1562,0,0,0,45
1563,0,0,0,45
1564,0,0,0,45
1564,0,0,0,45
1565,0,0,0,45
1566,0,0,0,45
1566,0,0,0,45
1567,0,0,0,45
1568,0,0,0,45
1569,0,0,0,45
1569,0,0,0,45
1570,0,0,0,45
1571,0,0,0,45
1571,0,0,0,45
1572,0,0,0,45
1573,0,0,0,45
1574,0,0,0,45
1574,0,0,0,45
1575,0,0,0,45
1576,0,0,0,45
1576,0,0,0,45
1577,0,0,0,45
1578,0,0,0,45
1578,0,0,0,45
1579,0,0,0,45
1580,0,0,0,45
1580,0,0,0,45
1581,0,0,0,45
1582,0,0,0,45
1583,0,0,0,45
1583,0,0,0,45
1584,0,0,0,45
1585,0,0,0,45
1585,0,0,0,45
1586,0,0,0,45
1587,0,0,0,45
1587,0,0,0,45
1588,0,0,0,45
1589,0,0,0,45
1589,0,0,0,45
1590,0,0,0,45
1591,0,0,0,45
1592,0,0,0,45
1592,0,0,0,45
1593,0,0,0,45
1594,0,0,0,45
1594,0,0,0,45
1595,0,0,0,45
1596,0,0,0,45
1596,0,0,0,45
1597,0,0,0,45
1598,0,0,0,45
1598,0,0,0,45
1599,0,0,0,45
1600,0,0,0,45
1601,0,0,0,45
1601,0,0,0,45
1602,0,0,0,45
1603,0,0,0,45
1603,0,0,0,45
1604,0,0,0,45
1605,0,0,0,45
1605,0,0,0,45
1606,0,0,0,45
1607,0,0,0,45
1607,0,0,0,45
1608,0,0,0,45
1609,0,0,0,45
1610,0,0,0,45
1610,0,0,0,45
1611,0,0,0,45
1612,0,0,0,45
1612,0,0,0,45
1613,0,0,0,45
1614,0,0,0,45
1614,0,0,0,45
1615,0,0,0,45
1616,0,0,0,45
1616,0,0,0,45
1617,0,0,0,45
1618,0,0,0,45
1619,0,0,0,45
1619,0,0,0,45
1620,0,0,0,45
1621,0,0,0,45
1621,0,0,0,45
1622,0,0,0,45
1623,0,0,0,45
1623,0,0,0,45
1624,0,0,0,45
1625,0,0,0,45
1626,0,0,0,45
1626,0,0,0,45
1627,0,0,0,45
1628,0,0,0,45
1628,0,0,0,45
1629,0,0,0,45
1630,0,0,0,45
1631,0,0,0,45
1631,0,0,0,45
1632,0,0,0,45
1633,0,0,0,45
1633,0,0,0,45
1634,0,0,0,45
1635,0,0,0,45
1635,0,0,0,45
1636,0,0,0,45
1637,0,0,0,45
1638,0,0,0,45
1638,0,0,0,45
1639,0,0,0,45
1640,0,0,0,45
1640,0,0,0,45
1641,0,0,0,45
1642,0,0,0,45
1642,0,0,0,45
1643,0,0,0,45
1644,0,0,0,45
1645,0,0,0,45
1645,0,0,0,45
1646,0,0,0,45
1647,0,0,0,45
1647,0,0,0,45
1648,0,0,0,45
1649,0,0,0,45
1649,0,0,0,45
1650,0,0,0,45
1651,0,0,0,45
1651,0,0,0,45
1652,0,0,0,45
1653,0,0,0,45
1654,0,0,0,45
1654,0,0,0,45
1655,0,0,0,45
1656,0,0,0,45
1656,0,0,0,45
1657,0,0,0,45
1658,0,0,0,45
1658,0,0,0,45
1659,0,0,0,45
1660,0,0,0,45
1660,0,0,0,45
1661,0,0,0,45
1662,0,0,0,45
1662,0,0,0,45
1663,0,0,0,45
1664,0,0,0,45
1665,0,0,0,45
1665,0,0,0,45
1666,0,0,0,45
1667,0,0,0,45
1667,0,0,0,45
1668,0,0,0,45
1669,0,0,0,45
1669,0,0,0,45
1670,0,0,0,45
1671,0,0,0,45
1671,0,0,0,45
1672,0,0,0,45
1673,0,0,0,45
1673,0,0,0,45
1674,0,0,0,45
1675,0,0,0,45
1676,0,0,0,45
1676,0,0,0,45
1677,0,0,0,45
1678,0,0,0,45
1678,0,0,0,45
1679,0,0,0,45
1680,0,0,0,45
1680,0,0,0,45
1681,0,0,0,45
1682,0,0,0,45
1682,0,0,0,45
1683,0,0,0,45
1684,0,0,0,45
1684,0,0,0,45
1685,0,0,0,45
1686,0,0,0,45
1686,0,0,0,45
1687,0,0,0,45
1688,0,0,0,45
1689,0,0,0,45
1689,0,0,0,45
1690,0,0,0,45
1691,0,0,0,45
1691,0,0,0,45
1692,0,0,0,45
1693,0,0,0,45
1693,0,0,0,45
1694,0,0,0,45
1695,0,0,0,45
1695,0,0,0,45
1696,0,0,0,45
1697,0,0,0,45
1698,0,0,0,45
1698,0,0,0,45
1699,0,0,0,45
1700,0,0,0,45
1700,0,0,0,45
1701,0,0,0,45
1702,0,0,0,45
1702,0,0,0,45
1703,0,0,0,45
1704,0,0,0,45
1704,0,0,0,45
1705,0,0,0,45
1706,0,0,0,45
1707,0,0,0,45
1707,0,0,0,45
1708,0,0,0,45
1709,0,0,0,45
1709,0,0,0,45
1710,0,0,0,45
1711,0,0,0,45
1712,0,0,0,45
1712,0,0,0,45
1713,0,0,0,45
1714,0,0,0,45
1714,0,0,0,45
1715,0,0,0,45
1716,0,0,0,45
1716,0,0,0,45
1717,0,0,0,45
1718,0,0,0,45
1719,0,0,0,45
1719,0,0,0,45
1720,0,0,0,45
1721,0,0,0,45
1721,0,0,0,45
1722,0,0,0,45
1723,0,0,0,45
1723,0,0,0,45
1724,0,0,0,45
1725,0,0,0,45
1726,0,0,0,45
1726,0,0,0,45
1727,0,0,0,45
1728,0,0,0,45
1728,0,0,0,45
1729,0,0,0,45
1730,0,0,0,45
1730,0,0,0,45
1731,0,0,0,45
1732,0,0,0,45
1733,0,0,0,45
1733,0,0,0,45
1734,0,0,0,45
1735,0,0,0,45
1735,0,0,0,45
1736,0,0,0,45
1737,0,0,0,45
1737,0,0,0,45
1738,0,0,0,45
1739,0,0,0,45
1740,0,0,0,45
1740,0,0,0,45
1741,0,0,0,45
1742,0,0,0,45
1742,0,0,0,45
1743,0,0,0,45
1744,0,0,0,45
1744,0,0,0,45
1745,0,0,0,45
1746,0,0,0,45
1746,0,0,0,45
1747,0,0,0,45
1748,0,0,0,45
1749,0,0,0,45
1749,0,0,0,45
1750,0,0,0,45
1751,0,0,0,45
1751,0,0,0,45
1752,0,0,0,45
1753,0,0,0,45
1753,0,0,0,45
1754,0,0,0,45
1755,0,0,0,45
1755,0,0,0,45
1756,0,0,0,45
1757,0,0,0,45
1758,0,0,0,45
1758,0,0,0,45
1759,0,0,0,45
1760,0,0,0,45
1760,0,0,0,45
1761,0,0,0,45
1762,0,0,0,45
1762,0,0,0,45
1763,0,0,0,45
1764,0,0,0,45
1764,0,0,0,45
1765,0,0,0,45
1766,0,0,0,45
1767,0,0,0,45
1767,0,0,0,45
1768,0,0,0,45
1769,0,0,0,45
1769,0,0,0,45
1770,0,0,0,45
1771,0,0,0,45
1771,0,0,0,45
1772,0,0,0,45
1773,0,0,0,45
1773,0,0,0,45
1774,0,0,0,45
1775,0,0,0,45
1775,0,0,0,45
1776,0,0,0,45
1777,0,0,0,45
1778,0,0,0,45
1778,0,0,0,45
1779,0,0,0,45
1780,0,0,0,45
1780,0,0,0,45
1781,0,0,0,45
1782,0,0,0,45
1782,0,0,0,45
1783,0,0,0,45
1784,0,0,0,45
1784,0,0,0,45
1785,0,0,0,45
1786,0,0,0,45
1786,0,0,0,45
1787,0,0,0,45
1788,0,0,0,45
1789,0,0,0,45
1789,0,0,0,45
1790,0,0,0,45
1791,0,0,0,45
1791,0,0,0,45
1792,0,0,0,45
1793,0,0,0,45
1793,0,0,0,45
1794,0,0,0,45
1795,0,0,0,45
1796,0,0,0,45
1796,0,0,0,45
1797,0,0,0,45
1798,0,0,0,45
1798,0,0,0,45
1799,0,0,0,45
1800,0,0,0,45
1800,0,0,0,45
1801,0,0,0,45
1802,0,0,0,45
1802,0,0,0,45
1803,0,0,0,45
1804,0,0,0,45
1805,0,0,0,45
1805,0,0,0,45
1806,0,0,0,45
1807,0,0,0,45
1807,0,0,0,45
1808,0,0,0,45
1809,0,0,0,45
1809,0,0,0,45
1810,0,0,0,45
1811,0,0,0,45
1812,0,0,0,45
1812,0,0,0,45
1813,0,0,0,45
1814,0,0,0,45
1814,0,0,0,45
1815,0,0,0,45
1816,0,0,0,45
1816,0,0,0,45
1817,0,0,0,45
1818,0,0,0,45
1819,0,0,0,45
1819,0,0,0,45
1820,0,0,0,45
1821,0,0,0,45
1821,0,0,0,45
1822,0,0,0,45
1823,0,0,0,45
1823,0,0,0,45
1824,0,0,0,45
1825,0,0,0,45
1825,0,0,0,45
1826,0,0,0,45
1827,0,0,0,45
1828,0,0,0,45
1828,0,0,0,45
1829,0,0,0,45
1830,0,0,0,45
1830,0,0,0,45
1831,0,0,0,45
1832,0,0,0,45
1832,0,0,0,45
1833,0,0,0,45
1834,0,0,0,45
1835,0,0,0,45
1835,0,0,0,45
1836,0,0,0,45
1837,0,0,0,45
1837,0,0,0,45
1838,0,0,0,45
1839,0,0,0,45
1839,0,0,0,45
1840,0,0,0,45
1841,0,0,0,45
1841,0,0,0,45
1842,0,0,0,45
1843,0,0,0,45
1844,0,0,0,45
1844,0,0,0,45
1845,0,0,0,45
1846,0,0,0,45
1846,0,0,0,45
1847,0,0,0,45
1848,0,0,0,45
1848,0,0,0,45
1849,0,0,0,45
1850,0,0,0,45
1850,0,0,0,45
1851,0,0,0,45
1852,0,0,0,45
1853,0,0,0,45
1853,0,0,0,45
1854,0,0,0,45
1855,0,0,0,45
1855,0,0,0,45
1856,0,0,0,45
1857,0,0,0,45
1857,0,0,0,45
1858,0,0,0,45
1859,0,0,0,45
1859,0,0,0,45
1860,0,0,0,45
1861,0,0,0,45
1862,0,0,0,45
1862,0,0,0,45
1863,0,0,0,45
1864,0,0,0,45
1864,0,0,0,45
1865,0,0,0,45
1866,0,0,0,45
1866,0,0,0,45
1867,0,0,0,45
1868,0,0,0,45
1869,0,0,0,45
1869,0,0,0,45
1870,0,0,0,45
1871,0,0,0,45
1871,0,0,0,45
1872,0,0,0,45
1873,0,0,0,45
1873,0,0,0,45
1874,0,0,0,45
1875,0,0,0,45
1876,0,0,0,45
1876,0,0,0,45
1877,0,0,0,45
1878,0,0,0,45
1878,0,0,0,45
1879,0,0,0,45
1880,0,0,0,45
1880,0,0,0,45
1881,0,0,0,45
1882,0,0,0,45
1883,0,0,0,45
1883,0,0,0,45
1884,0,0,0,45
1885,0,0,0,45
1885,0,0,0,45
1886,0,0,0,45
1887,0,0,0,45
1888,0,0,0,45
1888,0,0,0,45
1889,0,0,0,45
1890,0,0,0,45
1890,0,0,0,45
1891,0,0,0,45
1892,0,0,0,45
1892,0,0,0,45
1893,0,0,0,45
1894,0,0,0,45
1895,0,0,0,45
1895,0,0,0,45
1896,0,0,0,45
1897,0,0,0,45
1897,0,0,0,45
1898,0,0,0,45
1899,0,0,0,45
1899,0,0,0,45
1900,0,0,0,45
1901,0,0,0,45
1902,0,0,0,45
1902,0,0,0,45
1903,0,0,0,45
1904,0,0,0,45
1904,0,0,0,45
1905,0,0,0,45
1906,0,0,0,45
1906,0,0,0,45
1907,0,0,0,45
1908,0,0,0,45
1908,0,0,0,45
1909,0,0,0,45
1910,0,0,0,45
1911,0,0,0,45
1911,0,0,0,45
1912,0,0,0,45
1913,0,0,0,45
1913,0,0,0,45
1914,0,0,0,45
1915,0,0,0,45
1915,0,0,0,45
1916,0,0,0,45
1917,0,0,0,45
1917,0,0,0,45
1918,0,0,0,45
1919,0,0,0,45
1919,0,0,0,45
1920,0,0,0,45
1921,0,0,0,45
1922,0,0,0,45
1922,0,0,0,45
1923,0,0,0,45
1924,0,0,0,45
1924,0,0,0,45
1925,0,0,0,45
1926,0,0,0,45
1927,0,0,0,45
1927,0,0,0,45
1928,0,0,0,45
1929,0,0,0,45
1929,0,0,0,45
1930,0,0,0,45
1931,0,0,0,45
1931,0,0,0,45
1932,0,0,0,45
1933,0,0,0,45
1934,0,0,0,45
1934,0,0,0,45
1935,0,0,0,45
1936,0,0,0,45
1936,0,0,0,45
1937,0,0,0,45
1938,0,0,0,45
1939,0,0,0,45
1939,0,0,0,45
1940,0,0,0,45
1941,0,0,0,45
1941,0,0,0,45
1942,0,0,0,45
1943,0,0,0,45
1943,0,0,0,45
1944,0,0,0,45
1945,0,0,0,45
1945,0,0,0,45
1946,0,0,0,45
1947,0,0,0,45
1948,0,0,0,45
1948,0,0,0,45
1949,0,0,0,45
1950,0,0,0,45
1950,0,0,0,45
1951,0,0,0,45
1952,0,0,0,45
1953,0,0,0,45
1953,0,0,0,45
1954,0,0,0,45
1955,0,0,0,45
1955,0,0,0,45
1956,0,0,0,45
1957,0,0,0,45
1957,0,0,0,45
1958,0,0,0,45
1959,0,0,0,45
1960,0,0,0,45
1960,0,0,0,45
1961,0,0,0,45
1962,0,0,0,45
1962,0,0,0,45
1963,0,0,0,45
1964,0,0,0,45
1964,0,0,0,45
1965,0,0,0,45
1966,0,0,0,45
1967,0,0,0,45
1967,0,0,0,45
1968,0,0,0,45
1969,0,0,0,45
1969,0,0,0,45
1970,0,0,0,45
1971,0,0,0,45
1972,0,0,0,45
1972,0,0,0,45
1973,0,0,0,45
1974,0,0,0,45
1974,0,0,0,45
1975,0,0,0,45
1976,0,0,0,45
1976,0,0,0,45
1977,0,0,0,45
1978,0,0,0,45
1979,0,0,0,45
1979,0,0,0,45
1980,0,0,0,45
1981,0,0,0,45
1981,0,0,0,45
1982,0,0,0,45
1983,0,0,0,45
1984,0,0,0,45
1984,0,0,0,45
1985,0,0,0,45
1986,0,0,0,45
1986,0,0,0,45
1987,0,0,0,45
1988,0,0,0,45
1988,0,0,0,45
1989,0,0,0,45
1990,0,0,0,45
1990,0,0,0,45
1991,0,0,0,45
1992,0,0,0,45
1992,0,0,0,45
1993,0,0,0,45
1994,0,0,0,45
1994,0,0,0,45
1995,0,0,0,45
1996,0,0,0,45
1997,0,0,0,45
1997,0,0,0,45
1998,0,0,0,45
1999,0,0,0,45
1999,0,0,0,45
2000,0,0,0,45
2001,0,0,0,45
2001,0,0,0,45
2002,0,0,0,45
2003,0,0,0,45
2004,0,0,0,45
2004,0,0,0,45
2005,0,0,0,45
2006,0,0,0,45
2006,0,0,0,45
2007,0,0,0,45
2008,0,0,0,45
2008,0,0,0,45
2009,0,0,0,45
2010,0,0,0,45
2010,0,0,0,45
2011,0,0,0,45
2012,0,0,0,45
2013,0,0,0,45
2013,0,0,0,45
2014,0,0,0,45
2015,0,0,0,45
2015,0,0,0,45
2016,0,0,0,45
2017,0,0,0,45
2017,0,0,0,45
2018,0,0,0,45
2019,0,0,0,45
2020,0,0,0,45
2020,0,0,0,45
2021,0,0,0,45
2022,0,0,0,45
2022,0,0,0,45
2023,0,0,0,45
2024,0,0,0,45
2024,0,0,0,45
2025,0,0,0,45
2026,0,0,0,45
2026,0,0,0,45
2027,0,0,0,45
2028,0,0,0,45
2029,0,0,0,45
2029,0,0,0,45
2030,0,0,0,45
2031,0,0,0,45
2032,0,0,0,45
2032,0,0,0,45
2033,0,0,0,45
2034,0,0,0,45
2034,0,0,0,45
2035,0,0,0,45
2036,0,0,0,45
2036,0,0,0,45
2037,0,0,0,45
2038,0,0,0,45
2039,0,0,0,45
2039,0,0,0,45
2040,0,0,0,45
2041,0,0,0,45
2041,0,0,0,45
2042,0,0,0,45
2043,0,0,0,45
2044,0,0,0,45
2044,0,0,0,45
2045,0,0,0,45
2046,0,0,0,45
2046,0,0,0,45
2047,0,0,0,45
2048,0,0,0,45
2049,0,0,0,45
